id,hypothesis,premise,relation
"ANLI6854","Gemeinschaftszonen berücksichtigen das städtische Design.","Eine gemeinsame Zone ist eine Umsetzung einer lebendigen Straße in Australien und Neuseeland, wo Fußgänger, Radfahrer und motorisierter Verkehr denselben Straßenraum teilen. Für gemeinsame Zonen gelten besondere Regeln und Geschwindigkeitsbegrenzungen. Gemeinsame Zonen sind verwandt, aber nicht automatisch dasselbe wie gemeinsamer Raum, der ein etwas weiter gefasstes Konzept ist und Elemente wie Stadtgestaltung umfasst.","NoneSense"
"ANLI6893","Von Madison aus dauert es weniger als 5 Stunden zu fahren.","Die drei nächstgelegenen Autokinos zu Madison, alle weniger als eine Stunde Fahrt entfernt, sind: Big Sky Twin Drive-In Theatres in Wisconsin Dells, Highway 18 Outdoor Theatre in der Nähe von Jefferson und Sky-Vu Drive-In in der Nähe von Monroe.","NoneSense"
"ANLI7401","Hell Blade hat höher eingestuft als Time's End.","Saint ist eine amerikanische Christian-Metal-Band, die erstmals Mitte der 1980er Jahre aktiv war und 1984 ihr erstes Album "Warriors of the Son" veröffentlichte. Häufige Themen in der Musik von Saint sind Hölle, das Böse und apokalyptische Themen wie die Endzeit. Im Jahr 2010 platzierte das "HM Magazine" die Alben der Band "Time's End" und "Hell Blade" in der Liste der Top 100 Christian-Metal-Alben aller Zeiten auf den Plätzen 67 und 46.","NoneSense"
"ANLI8383","Der Arzt ging gerade spazieren, als all dies geschah.","Was ich begann zu tun, war, den Arzt zu beneiden, der im kühlen Schatten des Waldes mit den Vögeln um sich und dem angenehmen Geruch der Kiefern ging, während ich grillte, mit meinen Kleidern, die am heißen Harz klebten, und so viel Blut um mich herum und so viele arme tote Körper, die überall lagen, dass ich eine Abneigung gegen den Ort entwickelte, die fast so stark war wie die Angst.","NoneSense"
"ANLI9968","Chuck Wright war einer von vielen Hintergrundsängern für Quiet Riot.","Chuck Wright ist ein amerikanischer Bassist, Grafikdesigner und Showproduzent, der am besten als Mitglied der mehrfach mit Platin ausgezeichneten Heavy-Metal-Band Quiet Riot bekannt ist. Er trat ursprünglich 1982 Quiet Riot bei und spielte Bass auf den Titeln "Metal Health (Bang Your Head)" und "Don't Wanna Let You Go" sowie Hintergrundgesang auf allen Titeln des Hit-Albums von 1983, "Metal Health".","NoneSense"
"ANLI10295","Der zentrale Saal kann nicht mehr als 10.014 Personen für Basketballspiele fassen.","Die Bilbao Arena ist eine Indoor-Arena im Stadtteil Miribilla in Bilbao, Spanien. Der zentrale Saal bietet Platz für bis zu 10.014 Personen bei Basketballspielen. Der zentrale Saal wird auch für Konzerte und andere Arten von Veranstaltungen genutzt. Zu den Einrichtungen gehören auch Schwimmbäder und Turnhallen, die von den örtlichen Bewohnern genutzt werden können.","NoneSense"
"ANLI10300","Einige Verfassungsrechtler würden befragt werden.","Ehrenwerte Senatoren, aus all diesen Gründen, und ich habe nur einige angesprochen, fühle ich, dass es unsere Pflicht ist, zu drängen, dass dieses Gesetz wieder an den Ausschuss überwiesen wird, damit der Ausschuss drei oder vier weitere Zeugen - Verleger, die Werbetreibenden, einige Verfassungsrechtler und einen Kostenanalytiker in Bezug auf den Publikationsfonds - anhören kann.","NoneSense"
"ANLI11169","Schwaches Pappe ist besser als stabiles.","Wie man sich um Entenküken kümmert<br>Finden Sie eine Brutbox. Nachdem die Entenküken aus ihren Eierschalen geschlüpft sind und etwa 24 Stunden damit verbracht haben, sich an ihre neue Umgebung zu gewöhnen, sind sie bereit, in einen Brutkasten umzuziehen. Ein Kunststofflagerbehälter, eine stabile Pappbox oder ein großes Glas-Aquarium können alle für diesen Zweck verwendet werden.","NoneSense"
"ANLI11627","Einige medizinische Werte sind hoch.","YAKIMA, WA - Die Yakima Valley Farm Workers Clinic möchte Ihnen und Ihrer Familie gesündere Essgewohnheiten näherbringen. Sie veranstalten am Dienstag ein Event mit dem Titel Essen + Spaß = Gesundheit. Dies ist Teil einer Initiative, um vor Ort gegen Fettleibigkeit zu kämpfen. Ärzte der Organisation sagen, dass eine Veränderung unserer Ernährungsweise auch entscheidend ist, um größere medizinische Probleme zu vermeiden. "Bitte kommen Sie, denn es wird Spaß machen und eine großartige Gelegenheit zur Familienbildung sein, die Ihr Leben bereichern wird," sagte Dr. Thatcher Felt, Kinderarzt der YVFWC. Die Veranstaltung beginnt am Dienstag um 17:30 Uhr in der Grandview Bibliothek.","NoneSense"
"ANLI11757","Eric fand, dass Neil in Arbeitskleidung besser aussah als in Anzugkleidung.","Thomas Gordon war dort, allein in seiner langen, leeren Bank nahe der Oberseite des Gebäudes; und Neil Gordon sang im Chor, der die vordere Bank der Galerie einnahm. Er hatte eine kraftvolle und melodische, wenn auch ungeschulte Stimme, die das Singen dominierte und die Farbe aus den schwächeren, gewöhnlicheren Tönen der anderen Sänger nahm. Er war gut gekleidet in einem Anzug aus dunkelblauem Serge, mit einem weißen Kragen und einer Krawatte. Aber Eric dachte gedankenverloren, dass es ihm nicht so gut stand wie die Arbeitskleidung, in der er ihn zuerst gesehen hatte.","NoneSense"
"ANLI12406","Unter dem Präsidenten gehen in Amerika Arbeitsplätze verloren.","Aber das Wichtigste ist, mit der Schaffung von Arbeitsplätzen in Amerika zu beginnen. Die Arbeitsplätze, die der Präsident schafft, zahlen 9.000 Dollar weniger als die Arbeitsplätze, die wir verlieren. Und dies ist der erste Präsident seit 72 Jahren, der über eine Wirtschaft in Amerika herrscht, die Arbeitsplätze verloren hat, 1,6 Millionen Arbeitsplätze.","NoneSense"
"ANLI12826","Wirtschaftswachstum ist der wichtigste Schwerpunkt für den Oberbefehlshaber des Landes der Freien und der Heimat der Tapferen.","Aber das Wichtigste ist, mit der Schaffung von Arbeitsplätzen in Amerika zu beginnen. Die Arbeitsplätze, die der Präsident schafft, zahlen 9.000 Dollar weniger als die Arbeitsplätze, die wir verlieren. Und dies ist der erste Präsident seit 72 Jahren, der über eine Wirtschaft in Amerika herrscht, die Arbeitsplätze verloren hat, 1,6 Millionen Arbeitsplätze.","NoneSense"
"ANLI12887",""Wo eine eidesstattliche Erklärung bereitgestellt wird" ist sehr spezifische Sprache.","Ich bin also geneigt, diese Formulierung zu akzeptieren, wissen Sie, nicht wortwörtlich, sondern nur insoweit, als sie eher allgemein besagt: „wobei eine eidesstattliche Erklärung vorgelegt wird.“ Ich würde diesen Satz einfach so umformulieren, dass eidesstattliche Erklärungen vorgelegt wurden, anstatt „wobei“. Es ist etwas künstlich oder ein wenig gezwungen, was diesen Fall betrifft.","NoneSense"
"ANLI14209","Herr Wiesel ist eine fiktive Figur.","Dann wusste Herr Wiesel, dass es keinen Sinn mehr hatte, vorzugeben, was er nicht war, und er schloss sich mutig den größeren Tieren an, um die kleineren zu jagen. Es macht die meisten Menschen wütend, beim Fehlverhalten erwischt zu werden, und so war es auch bei Herrn Wiesel.","NoneSense"
"ANLI14273","Die Männer wurden aus einem Gebäude heraus beschossen, an dem sie vorbeigingen.","Zwei schwer verletzte Personen bei Schießerei in Grand Crossing Zwei Männer wurden am Donnerstagabend bei einer Schießerei im Stadtteil Grand Crossing auf der South Side schwer verletzt. Die Männer, 28 und 39 Jahre alt, wurden von jemandem aus einem Fahrzeug beschossen, das um 18:11 Uhr in der 7300er Block von South Dante anhielt, teilte die Polizei von Chicago mit. Der ältere Mann wurde ins Gesicht geschossen und in ernstem Zustand ins Northwestern Memorial Hospital gebracht, so die Polizei. Der jüngere Mann brachte sich selbst mit einer Schusswunde an der Schulter in ernstem Zustand ins Jackson Park Hospital.","NoneSense"
"ANLI14585","Der Mann starb nicht am Tatort.","Chris Fox, CTV Toronto Ein Mann wurde nach einem Stichverletzung in der Nähe des Rogers Centre über Nacht mit lebensbedrohlichen Verletzungen ins Krankenhaus gebracht. Die Polizei sagt, dass sie gegen 2:40 Uhr morgens in die Gegend der Lower Simcoe Street und des Bremner Boulevard gerufen wurde, nachdem Berichte über einen Streit eingegangen waren. Am Einsatzort fanden die Beamten einen 20-jährigen Mann mit Stichwunden. Die Polizei berichtet, dass der Mann eine gute Beschreibung des Täters geben konnte und die Beamten daher in der Lage waren, jemanden in der Nähe festzunehmen. Das Opfer wurde am Einsatzort behandelt, bevor es ins Krankenhaus gebracht wurde, so die Polizei.","NoneSense"
"ANLI14694","Ein langsames Atemmuster besteht darin, zweimal einzuatmen und von einem Urlaub zu träumen.","Wie man während der Wehen atmet<br>Beginnen Sie mit zwei Atemzügen zu einem "Pusten". Ein grundlegendes langsames Atemmuster besteht darin, zweimal einzuatmen, bevor Sie einmal ausatmen. Es ist ein schnelleres Atemmuster als das normale Atmen, etwa doppelt so schnell wie normal.","NoneSense"
"ANLI14971","Der Präsident glaubt an starke Beziehungen zu Europa.","Es liegt im Interesse unserer Nation, eine Hemisphäre zu haben, die frei für Handel und Frieden ist. Starke Beziehungen in Europa sind im Interesse unserer Nation. Ich habe viel darüber nachgedacht, was es bedeutet, Präsident zu sein. Ich verstehe auch, dass eine Regierung nicht aus einer Person besteht, sondern aus engagierten Bürgern, die vom Präsidenten berufen werden, um dem Land zu dienen, einer Sache zu dienen, die größer ist als das eigene Ich. Daher habe ich über eine Regierung von Menschen nachgedacht, die ganz Amerika repräsentieren, aber Menschen, die meine mitfühlende und konservative Philosophie verstehen.","NoneSense"
"ANLI15040","All for Love wurde von weniger als vier Personen geschrieben.",""All for Love" ist ein Lied, das von Bryan Adams, Robert John "Mutt" Lange und Michael Kamen für den Soundtrack "Die drei Musketiere: Original Motion Picture Soundtrack" geschrieben wurde. Es wurde von Bryan Adams, Rod Stewart und Sting aufgeführt. Die Single wurde am 16. November 1993 in den Vereinigten Staaten veröffentlicht. Es war ein weltweiter Hit und erreichte in Europa und Nordamerika Platz eins.","NoneSense"
"ANLI15517","Von Madison aus dauert es weniger als 6 Stunden zu fahren.","Die drei nächstgelegenen Autokinos zu Madison, alle weniger als eine Stunde Fahrt entfernt, sind: Big Sky Twin Drive-In Theatres in Wisconsin Dells, das Highway 18 Outdoor Theatre in der Nähe von Jefferson und das Sky-Vu Drive-In in der Nähe von Monroe.","NoneSense"
"ANLI15727","Brücken-Grammatik ist nicht kleiner als Insel-Grammatik.","Eine Inselgrammatik ist eine Grammatik, die nur einen kleinen Teil der zugrunde liegenden Sprache beschreibt. Sie wird beim Sprachparsing in Situationen verwendet, in denen keine Anforderung besteht, die gesamte Syntax eines bereitgestellten Textes zu überprüfen. Inselgrammatiken können mit Hilfe einer Brückengrammatik erweitert werden.","NoneSense"
"ANLI15841","Diese Show heißt nicht mehr "Jack Horkheimer: Star Hustler".","Dies ist eine Episodenliste für die Staffel 1976 der Astronomie-TV-Show mit Jack Horkheimer. Während dieser Staffel trug die Show noch ihren ursprünglichen Namen "Jack Horkheimer: Star Hustler". Das Nummerierungsschema der Episoden änderte sich während ihrer Laufzeit mehrmals, um mit wichtigen Ereignissen in der Geschichte der Show übereinzustimmen.","NoneSense"
"ANLI16145","Kaugummi ist besser zum Blasen von Blasen.","Wie man mit Kaugummi eine Blase macht<br>Kaufe etwas Kaugummi. Du kannst Kaugummi in fast jedem Kiosk kaufen. Kaugummis können verwendet werden, um Blasen zu machen, aber sie werden nicht so groß sein und platzen normalerweise zu leicht.","NoneSense"
"ANLI16266","Dieser Redner hat an vielen königlichen Zustimmungen teilgenommen.","Öfter als nicht hat diese Kammer am Tag der königlichen Zustimmung ziemlich viele leere Plätze, was mich zu dem Schluss führt, dass es etwas ist, das für die Senatoren nicht so attraktiv ist wie die Verhandlungen an einem anderen Tag, die es ihnen ermöglichen würden, in größerer Zahl anwesend zu sein.","NoneSense"
"ANLI17306","Seit einem Jahr führt die kanadische Regierung geheime Verhandlungen.","Herr Präsident, seit zwei Jahren führt die kanadische Regierung geheime Verhandlungen über das multilaterale Abkommen über Investitionen, ein Abkommen, das weit über die Bestimmungen von NAFTA hinausgeht, indem es den multinationalen Unternehmen Macht einräumt und droht, die Rechte der Nationen, ihre eigenen Volkswirtschaften zu steuern, sichere und anständige Arbeitsbedingungen zu bieten und die Umwelt für zukünftige Generationen zu schützen, weiter zu verringern.","NoneSense"
"ANLI17428","Gore wird als Gouverneur angesprochen.","Die einzige geltende Regel ist, dass keine einzelne Antwort jemals, niemals zwei Minuten überschreiten darf. Die geltende Regel für das Publikum hier im Saal ist wie immer, absolute Ruhe, bitte. Guten Abend, Gouverneur Bush, Vizepräsident Gore. Am Ende unserer 90 Minuten letzte Woche in Boston war die gesamte Zeit, die jeder von Ihnen benötigte, praktisch die gleiche.","NoneSense"
"ANLI18002","Streetcap1 war auf dem Mond, als er Fotos vom chinesischen Mondrover Chang'e 3 postete.","Der YouTube-Nutzer Streetcap1 hat eine Reihe von Bildern veröffentlicht, die vom chinesischen Mondrover Chang'e 3 aufgenommen wurden. Es scheint ein unterscheidbares Gesicht sowie einen Körper und Gliedmaßen zu haben, während es vor einem Felsen liegt. Nach der Veröffentlichung des Clips auf YouTube sagte Streetcap1: „Alle Körperteile sind hier an der richtigen Stelle und der Kopf sieht aus, als würde er einen Helm mit Visier tragen. Man kann sehen, was wie Hände an den Seiten aussieht.“","NoneSense"
"ANLI18106","Change’e 3 hat keine Clips auf YouTube gepostet.","Der YouTube-Nutzer Streetcap1 veröffentlichte eine Reihe von Bildern, die vom chinesischen Mondrover Chang'e 3 aufgenommen wurden. Es scheint ein unterscheidbares Gesicht sowie einen Körper und Gliedmaßen zu haben, während es vor einem Felsen liegt. Nach der Veröffentlichung des Clips auf YouTube sagte Streetcap1: „Alle Körperteile sind hier an der richtigen Stelle und der Kopf sieht aus, als würde er einen Helm mit Visier tragen. „Man kann sehen, was wie Hände an den Seiten aussieht.","NoneSense"
"ANLI18806","Trends kommen zurück.","Wir hätten nie gedacht, dass dieser Trend ein Comeback feiern würde, aber hier sind wir. Refinery29. In den letzten 20 Jahren haben wir dieses klassische Bild als nichts weiter als Nostalgie betrachtet, als einen Rückblick auf die Modezeit. Willkommen im Jahr 2017, wo es keine Regeln gibt und alle Trends unserer Vergangenheit scheinbar auferstehen. In den letzten 20 Jahren haben wir dieses klassische Bild als nichts weiter als Nostalgie betrachtet, als einen Rückblick auf die Modezeit. Willkommen im Jahr 2017, wo es keine Regeln gibt und alle Trends unserer Vergangenheit scheinbar auferstehen.","NoneSense"
"ANLI19088","In den Gedanken des Landwirts gab es Bürgersteige.","Nun, Sie wissen ja, dass das, was heute im Land im Rahmen des Kongresses unter dem Handelsartikel geschieht, völlig anders ist, als es sich die Verfasser vorgestellt haben, aber wir haben nie das Gefühl gehabt, dass das das Kriterium war. Was sich die Verfasser dachten, gab es keine Dampfschiffe, es gab keine Eisenbahnen.","NoneSense"
"ANLI19107","Während Zdeno Chara der größte NHL-Spieler ist, gehört Mike Cvik nicht zu den größeren Spielern.","Mike Cvik (geboren am 6. Juli 1962) ist ein ehemaliger Linienrichter der National Hockey League aus Kanada, der die Uniformnummer #88 trug. Mit einer Größe von 2,06 Metern ist Cvik so groß wie der größte Spieler der NHL, Zdeno Chára. Er hat mehr als 1800 NHL-Spiele geleitet, darunter Höhepunkte wie das Finale um die Goldmedaille bei den Olympischen Winterspielen 2002, das NHL All-Star Game und die Stanley Cup Playoffs.","NoneSense"
"ANLI19427","Holding Back the River erreichte in den Charts eine höhere Platzierung als das Debütalbum der Band.","Holding Back the River ist das dritte Studioalbum von Wet Wet Wet. Es wurde am 30. Oktober 1989 veröffentlicht. Das Album ist tatsächlich eine Fortsetzung ihres Debüts "Popped In Souled Out". Die daraus hervorgegangenen Singles waren "Sweet Surrender", "Broke Away", "Hold Back the River" und "Stay With Me Heartache (Can't Stand the Night)". Das Album erreichte Platz 2 in den Charts.","NoneSense"
"ANLI19738","Gordon hat in einem anderen Spiel dieser Saison mehr als einmal getroffen.","Gordon ging 3-zu-6 mit einem erzielten Punkt und einem RBI beim Sieg am Montag über die Phillies. Sein dritter Hit war der wichtigste, da er im 10. Inning einen Line Drive mit vollem Basen ins rechte Feld schlug und damit das Spiel mit einem Walk-off-Single entschied. Es ist Gordons erste Multi-Hit-Leistung seit der All-Star-Pause, aber er hat immer noch eine beeindruckende Bilanz von .340/.375/.396 in seinen letzten 12 Spielen mit drei Steals und 13 Punkten.","NoneSense"
"ANLI20096","Beat TV wurde mehr als zwei Stunden am Stück ausgestrahlt.","Beat TV (in Australien bekannt als The Beat of London) war eine tägliche Unterhaltungsshow, die auf ITV2 ausgestrahlt wurde. Moderiert von Darren McMullen, Laura Whitmore und Dave Berry, wurde die Show an jedem Wochentag während der Olympischen Sommerspiele 2012 für 30 Minuten live ausgestrahlt und feierte eine sozialere Seite der Spiele. Jede Nacht traten zwei Prominente auf, begleitet von musikalischen Darbietungen der neuesten Künstler.","NoneSense"
"ANLI20241","Es gibt mehr als 10 Schulen in der Big 12 Conference.","Die Big 12 Conference ist eine Hochschulsportkonferenz mit zehn Mitgliedsschulen mit Sitz in Irving, Texas. Sie ist Mitglied der NCAA Division I für alle Sportarten; ihre Football-Teams treten in der Football Bowl Subdivision (FBS; früher Division I-A) an, der höheren von zwei Ebenen des NCAA Division I Football-Wettbewerbs. Die Mitgliedsschulen befinden sich in Iowa, Kansas, Oklahoma, Texas und West Virginia.","NoneSense"
"ANLI20621","Das Kelvingrove Museum in Glasgow war in Indien.","Das Sioux-Geisterhemd war über 100 Jahre lang ein Bestandteil des Kelvingrove Museums in Glasgow, bevor es in sein Herkunftsland zurückgeführt wurde.","NoneSense"
"ANLI21081","Annet Artani hat nicht alle ihre Songs selbst geschrieben.","Annet Artani ("Αννέτ Αρτάνη" auf Griechisch), geboren am 6. September 1976, ist eine griechisch-amerikanische Sängerin und Songwriterin. Sie ist am besten bekannt dafür, Zypern beim Eurovision Song Contest 2006 mit dem Lied "Why Angels Cry" vertreten zu haben, sowie dafür, den weltweiten Hit "Everytime" zusammen mit Britney Spears geschrieben zu haben.","NoneSense"
"ANLI21635","Amy und Anna trafen sich wieder, nachdem sie sich zufällig im Café getroffen hatten.","Wiedersehen<br>Amy und Anna waren seit ihrer Kindheit beste Freundinnen. Sie entfernten sich voneinander, als sie jeweils ein anderes College besuchten. Jahre später trafen sie sich zufällig in einem Café. Sie plauderten stundenlang und holten alles nach. Als sie sich trennten, waren sie sich einig, sich öfter zu sehen!","NoneSense"
"ANLI21903","Der Bob Adams Field liegt fünfundzwanzig Meilen östlich des Yampa Valley Regional Airport.","Der Yampa Valley Regional Airport (IATA: KHDN, ICAO: HDN) befindet sich im Routt County, Colorado, zwei Meilen südöstlich von Hayden und etwa 25 Meilen westlich von Steamboat Springs. Auch bekannt als Yampa Valley Regional Airport, bietet er die einzigen planmäßigen Passagierflüge nach Nordwest-Colorado. Er wird auch von größeren Geschäftsflugzeugen genutzt, die den kleineren Flughafen Steamboat Springs (Bob Adams Field) nicht anfliegen können.","NoneSense"
"ANLI21952","Nicht jeder verdient Medicare.","Lassen Sie uns den Haushalt reformieren, damit eines Tages die arbeitenden Armen keine Einkommenssteuer zahlen, damit eines Tages Senioren mit festen Einkommen nicht mehr Angst vor dem Finanzamt haben müssen, damit eines Tages alle Steuerzahler den gleichen Prozentsatz an Steuern zahlen, damit eines Tages die Bundesregierung innerhalb bescheidener Mittel lebt und hilft, anstatt zu schaden, und damit eines Tages jeder Zugang zu einer tragfähigen universellen Krankenversicherung hat.","NoneSense"
"ANLI22002","Neil Gordon ist kein modischer Mensch.","Thomas Gordon war dort, allein in seiner langen, leeren Bank nahe der oberen Seite des Gebäudes; und Neil Gordon sang im Chor, der die vordere Bank der Empore einnahm. Er hatte eine kraftvolle und melodische, wenn auch ungeschulte Stimme, die das Singen dominierte und die Farbe aus den schwächeren, gewöhnlicheren Tönen der anderen Sänger nahm. Er war gut gekleidet in einem Anzug aus dunkelblauem Serge, mit einem weißen Kragen und einer Krawatte. Aber Eric dachte gedankenverloren, dass es ihm nicht so gut stand wie die Arbeitskleidung, in der er ihn zuerst gesehen hatte.","NoneSense"
"ANLI22101","Die Aussage enthält weniger als etwa 28 Wörter.","Das Verbot von Elfenbein ist der sicherste Weg zur Ausrottung des afrikanischen Elefanten, argumentieren die Führer in diesen Ländern.","NoneSense"
"ANLI22465","Jeder sprach für Zeitspannen von bis zu 5 Minuten bis zur nächsten Person.","Die einzige geltende Regel ist, dass keine einzelne Antwort jemals, niemals zwei Minuten überschreiten darf. Die geltende Regel für das Publikum hier im Saal ist wie immer: absolute Ruhe, bitte. Guten Abend, Gouverneur Bush, Vizepräsident Gore. Am Ende unserer 90 Minuten letzte Woche in Boston war die gesamte Zeit, die jeder von Ihnen in Anspruch nahm, praktisch die gleiche.","NoneSense"
"ANLI23634","Nancy Hart Douglas war kein Spion unter General Stonewall Jackson.","Nancy Hart Douglas (1846–19??) war eine Spionin, Führerin und Kundschafterin für die Konföderation während des Amerikanischen Bürgerkriegs. Zunächst diente sie bei den Moccasin Rangers, einer pro-konföderierten Guerillagruppe im heutigen West Virginia, bevor sie der Konföderiertenarmee beitrat und weiterhin als Führerin und Spionin unter General Stonewall Jackson diente.","NoneSense"
"ANLI24247","Thailand und Kambodscha können sich nicht auf das Eigentum eines Tempels einigen.","Thailändische Soldaten wurden beschuldigt, in Kambodscha nahe eines umstrittenen Tempels eingedrungen zu sein, wo die beiden Seiten im vergangenen Jahr kurzzeitig Feuer austauschten. Ein Sprecher der kambodschanischen Regierung sagte, dass etwa 100 Soldaten die Grenze überschritten hätten, bevor sie Stunden später zurückkehrten. Ein thailändischer Grenzkommandant bestritt, dass es irgendwelche Truppenbewegungen gegeben habe, und sagte, dass es keinen Anstieg der Spannungen gegeben habe. Thailand und Kambodscha beanspruchen beide das Tempelgebiet. Trotz mehrerer Gesprächsrunden bleibt eine Einigung unerreichbar. Soldaten aus beiden Ländern sind seit den Zusammenstößen im Juli letzten Jahres in der Region stationiert.","NoneSense"
"ANLI24357","Mehr als drei Wochen nach Pamelas Mord befand sich Lois Riess in Polizeigewahrsam.","Mehr als zwei Wochen nach dem Mord an Pamela Hutchinson in Fort Myers Beach befand sich Lois Riess, bekannt als die "flüchtige Großmutter", am Samstag in Florida in Polizeigewahrsam. Riess wird beschuldigt, Hutchinson in einem Strandrestaurant kennengelernt und sie dann ermordet zu haben, um die Identität, das Bargeld und das Auto des Opfers zu stehlen.","NoneSense"
"ANLI24543","Natriumsaccharin hat ein o","Natriumsaccharin (Benzoesulfimid) ist ein künstlicher Süßstoff mit praktisch keiner Nahrungsenergie, der etwa 300–400 Mal süßer ist als Saccharose, jedoch einen bitteren oder metallischen Nachgeschmack hat, insbesondere bei hohen Konzentrationen. Es wird verwendet, um Produkte wie Getränke, Süßigkeiten, Kekse und Medikamente zu süßen.","NoneSense"
"Fever382","Jensen Ackles ist nicht bekannt für seine Rollen im Fernsehen als Jason Teague in Smallville.","Jensen Ackles. Er ist bekannt für seine Rollen im Fernsehen als Eric Brady in "Days of Our Lives", wofür er mehrere Nominierungen für den Daytime Emmy Award erhielt, sowie als Alec/X5-494 in "Dark Angel" und Jason Teague in "Smallville".","NoneSense"
"Fever424",""Die Ungeheuerlichkeit der Familie" wurde von einer Katze inszeniert.","Cheaper by the Dozen (Film von 2003). Der Film wurde von Shawn Levy inszeniert, von Bonnie Hunt erzählt und mit Steve Martin in der Hauptrolle. Shawn Adam Levy (geboren am 23. Juli 1968) ist ein kanadischer Filmregisseur, Produzent und Schauspieler. Er führte Regie bei den Filmen Big Fat Liar (2002), Just Married (2003), Cheaper by the Dozen (2003), Der rosarote Panther (2006), Nachts im Museum (2006), Nachts im Museum: Das Geheimnis des Smithsonian (2009), Date Night (2010), Real Steel (2011), The Internship (2013), This Is Where I Leave You (2014) und Nachts im Museum: Das Geheimnis des Grabmals (2014). Seit 2016 ist er Executive Producer der Netflix-Originalserie Stranger Things und führte bei zwei Episoden der ersten Staffel Regie, außerdem ist er vorgesehen, zwei Episoden der kommenden zweiten Staffel zu inszenieren.","NoneSense"
"Fever971","Die Coen-Brüder inszenierten einen Thrillerfilm.","Die Coen-Brüder. Ihre am besten bewerteten Werke sind Fargo (1996), The Big Lebowski (1998), No Country for Old Men (2007), A Serious Man (2009), True Grit (2010) und Inside Llewyn Davis (2013). Die Coen-Brüder haben eine Reihe von Filmen geschrieben, die sie nicht inszeniert haben, darunter das biografische Kriegsdrama Unbroken (2014), den historischen Rechts-Thriller Bridge of Spies (2015) und weniger bekannte, kommerziell erfolglose Komödien wie Crimewave (1985), The Naked Man (1998) und Gambit (2012). Fargo ist ein amerikanischer schwarzer Komödien-Krimi-Thriller aus dem Jahr 1996, geschrieben, produziert, geschnitten und inszeniert von Joel und Ethan Coen. No Country for Old Men ist ein amerikanischer Neo-Western-Neo-Noir-Thriller aus dem Jahr 2007, geschrieben und inszeniert von Joel und Ethan Coen, basierend auf dem gleichnamigen Roman von Cormac McCarthy.","NoneSense"
"Fever1038","Muhammad war ein Prophet.","Muḥammad ibn ʿAbd Allāh Vollständiger Name: Abū al-Qāsim Muḥammad ibn ʿAbd Allāh ibn ʿAbd al-Muṭṭalib ibn Hāshim (ابو القاسم محمد ابن عبد الله ابن عبد المطلب ابن هاشم, wörtlich: Vater von Qasim Muhammad, Sohn von Abd Allah, Sohn von Abdul-Muttalib, Sohn von Hashim) (محمد [muħammad]; klassische arabische Aussprache ca. 570 n. Chr. – 8. Juni 632 n. Chr.) ist der Prophet des Islam und wird von Nicht-Muslimen weithin als dessen Gründer identifiziert. Nach islamischer Lehre war er der Gesandte Gottes (rasūl Allāh), der gesandt wurde, um die wesentlichen Lehren des Monotheismus zu bestätigen, die zuvor von Adam, Abraham, Moses, Jesus und anderen Propheten gepredigt wurden. Er wird als der letzte Prophet Gottes in den Hauptzweigen des Islam angesehen, obwohl einige moderne Konfessionen von diesem Glauben abweichen. Die Ahmadiyya Muslim Gemeinschaft betrachtet Muhammad als den „Siegel der Propheten“ (Khātam an-Nabiyyīn) und den letzten gesetzgebenden Propheten, jedoch nicht als den letzten Propheten. Es gibt auch kleinere Sekten, die glauben, dass Muhammad nicht der letzte Prophet ist: Islam) zu ihm ist der richtige Handlungsweg (dīn) und dass er ein Prophet und Gesandter Gottes war, ähnlich wie die anderen Propheten im Islam.","NoneSense"
"Fever1661","Venus Williams spielt Einzel im Tennis.","Venus Williams. Ihre sieben Grand-Slam-Einzeltitel bringen sie auf den zwölften Platz der Allzeitliste, mehr als jede andere aktive Spielerin außer ihrer Schwester Serena. Ihre fünf Wimbledon-Einzeltitel teilen ihr den achten Platz auf der Allzeitliste mit zwei anderen Frauen. Williams hat vier olympische Goldmedaillen gewonnen, eine im Einzel und drei im Damendoppel, sowie eine Silbermedaille im Mixed-Doppel. Sie haben in neun Grand-Slam-Einzelfinals gegeneinander gespielt, wobei Venus eine Bilanz von 2-7 hat. Venus hat 8 zweite Plätze in Grand-Slam-Einzelturnieren erreicht, wobei Martina Hingis die einzige Spielerin ist, die Venus in einem großen Finale bei den US Open 1997 besiegt hat, außer Serena.","NoneSense"
"Fever2921","Brittany Murphy spielte in einem Film.","Brittany Murphy. Sie gab ihr Bühnen-Debüt in einer Broadway-Produktion von Arthur Millers A View from the Bridge im Jahr 1997, bevor sie als Daisy Randone in Girl, Interrupted (1999) und als Lisa Swenson in Drop Dead Gorgeous (1999) auftrat. In den 2000er Jahren hatte Murphy Rollen in Don't Say a Word (2001) neben Michael Douglas und an der Seite von Eminem in 8 Mile (2002), für die sie kritische Anerkennung erhielt. Zu ihren späteren Rollen gehörten Riding in Cars with Boys (2001), Spun (2002), Uptown Girls (2003), Sin City (2005) und Happy Feet (2006).","NoneSense"
