id,hypothesis,premise,relation
"ANLI10300","أيها السيناتورات المحترمون، لأجل كل هذه الأسباب، وقد تناولت فقط بعضاً منها، أشعر أنه من واجبنا أن نحث على إعادة هذا المشروع إلى اللجنة حتى تتمكن اللجنة من استجواب ثلاثة أو أربعة شهود آخرين - الناشرين، المعلنين، بعض المحامين الدستوريين ومحلل تكاليف، من حيث صندوق النشر.","سيتم فحص عدد قليل من المحامين الدستوريين.","NoneSense"
"ANLI11169","كيفية العناية بالصيصان<br>ابحث عن صندوق للتربية. بعد أن تفقس الصيصان من بيضها وتقضي حوالي 24 ساعة في التكيف مع بيئتها الجديدة، تكون جاهزة للانتقال إلى صندوق التربية. يمكن أن يعمل حاوية تخزين بلاستيكية، أو صندوق كرتوني متين، أو حوض زجاجي كبير لهذا الغرض.","الكرتون الضعيف أفضل من المتين","NoneSense"
"ANLI11627","ياكيما، واشنطن - تسعى عيادة عمال المزارع في وادي ياكيما لتعليمك وعائلتك عادات تناول الطعام الصحية. إنهم يستضيفون حدثًا يوم الثلاثاء يسمى "الطعام + المرح = الصحة". كل ذلك جزء من جهد لمكافحة السمنة هنا محليًا. يقول الأطباء في المنظمة إن تغيير طريقة تناولنا للطعام أمر حاسم أيضًا لتجنب مشاكل طبية أكبر. "يرجى الحضور، لأنه سيكون ممتعًا وستكون فرصة رائعة للتعليم العائلي الذي سيفيد حياتكم"، قال الدكتور ثاتشر فيلت، طبيب الأطفال في YVFWC. يبدأ الحدث في الساعة 5:30 يوم الثلاثاء في مكتبة غراندفيو.","بعض القيم الطبية كبيرة.","NoneSense"
"ANLI11757","كان توماس غوردون هناك، جالسًا وحده في مقعده الطويل والفارغ بالقرب من قمة المبنى؛ وكان نيل غوردون يغني في الجوقة التي احتلت المقعد الأمامي من الشرفة. كان لديه صوت قوي وعذب، رغم أنه غير مدرب، يهيمن على الغناء ويأخذ اللون من النغمات الأضعف والأكثر شيوعًا للمغنين الآخرين. كان يرتدي بدلة من الصوف الأزرق الداكن، مع ياقة وربطة عنق بيضاء. لكن إريك فكر بلا مبالاة أنه لا يبدو جيدًا عليه كما كانت ملابس العمل التي رآه فيها لأول مرة.","اعتقد إريك أن نيل يبدو أفضل في ملابس العمل بدلاً من الملابس الرسمية.","NoneSense"
"ANLI12406","لكن الأمر الأول والأهم هو البدء في خلق وظائف في أمريكا. الوظائف التي يخلقها الرئيس تدفع 9000 دولار أقل من الوظائف التي نفقدها. وهذا هو أول رئيس منذ 72 عامًا يرأس اقتصادًا في أمريكا فقد وظائف، حيث فقد 1.6 مليون وظيفة.","تُفقد الوظائف في أمريكا تحت رئاسة الرئيس.","NoneSense"
"ANLI12826","لكن الأمر الأول والأهم هو البدء في خلق وظائف في أمريكا. الوظائف التي يخلقها الرئيس تدفع 9000 دولار أقل من الوظائف التي نفقدها. وهذا هو أول رئيس منذ 72 عامًا يتولى رئاسة اقتصاد في أمريكا فقد وظائف، حيث فقد 1.6 مليون وظيفة.","النمو الاقتصادي هو التركيز الأهم للقائد الأعلى لأرض الأحرار وموطن الشجعان.","NoneSense"
"ANLI12887","لذا أنا ميال لقبول هذه اللغة، كما تعلم، ليس حرفياً، فقط بالقدر الذي ينص عليه، بشكل عام، "حيث يتم تقديم إقرار خطي"، سأأخذ تلك الجملة وأقول ببساطة إنه قد تم تقديم إقرارات خطية، بدلاً من "حيث". إنه somewhat مصطنع أو متكلف قليلاً كما يتعلق بهذه القضية.",""حيث يتم تقديم إقرار خطي" هو تعبير محدد للغاية.","NoneSense"
"ANLI14209","ثم علم السيد وازيل أنه لم يعد من المفيد التظاهر بأنه ما ليس عليه، وانضم بشجاعة إلى الحيوانات الأكبر في صيد الحيوانات الأصغر. <br>يغضب معظم الناس عندما يتم القبض عليهم وهم يرتكبون خطأ، وكان الأمر كذلك مع السيد وازيل.","السيد ويزل هو شخصية خيالية.","NoneSense"
"ANLI14273","جرحى خطيران في إطلاق نار في غراند كروسينغ جُرح رجلان بجروح خطيرة في إطلاق نار مساء الخميس في حي غراند كروسينغ في الجانب الجنوبي. الرجال - أعمارهم 28 و39 عامًا - تعرضوا لإطلاق نار من شخص داخل مركبة توقفت بالقرب منهم في الساعة 6:11 مساءً في كتلة 7300 من شارع دانتي الجنوبي، حسبما أفادت شرطة شيكاغو. تعرض الرجل الأكبر سناً لإصابة في وجهه ونُقل إلى مستشفى نورث وسترن ميموريال في حالة خطيرة، حسبما ذكرت الشرطة. بينما توجه الرجل الأصغر سناً إلى مستشفى جاكسون بارك مصابًا بطلقة نارية في كتفه في حالة خطيرة.","تم إطلاق النار على الرجال من داخل مبنى كانوا يمرون بجانبه.","NoneSense"
"ANLI14585","كريس فوكس، CTV تورونتو تم نقل رجل إلى المستشفى في حالة تهدد حياته بعد طعنه بالقرب من مركز روجرز في وقت متأخر من الليل. تقول الشرطة إنها تلقت بلاغًا عن شجار في منطقة شارع لور سيمكوه وشارع بريمنر حوالي الساعة 2:40 صباحًا. وعند وصولهم إلى المكان، عثر الضباط على رجل يبلغ من العمر 20 عامًا مصابًا بطعنات. تقول الشرطة إن الرجل كان قادرًا على تقديم وصف جيد للجاني ونتيجة لذلك، تمكن الضباط من اعتقال شخص قريب. تم علاج الضحية في الموقع قبل نقله إلى المستشفى، وفقًا للشرطة.","لم يمت الرجل في مكان الحادث.","NoneSense"
"ANLI14694","كيفية التنفس أثناء المخاض<br>ابدأ بنفستين إلى "زفرة" واحدة. نمط التنفس البطيء الأساسي هو الشهيق مرتين في كل مرة تزفر فيها. إنه نمط تنفس أسرع من الطريقة التي تتنفس بها عادة، حوالي ضعف السرعة الطبيعية.","نمط التنفس البطيء هو التنفس مرتين والتفكير في عطلة.","NoneSense"
"ANLI14971","إن وجود نصف كرة حرة للتجارة وسلمية هو في مصلحة أمتنا. إن العلاقات القوية في أوروبا هي في مصلحة أمتنا. لقد فكرت كثيرًا فيما يعنيه أن تكون رئيسًا. كما أنني أفهم أن الإدارة ليست شخصًا واحدًا، بل هي مواطنون مخلصون يتم استدعاؤهم من قبل الرئيس لخدمة البلاد، لخدمة قضية أكبر من الذات، لذا فكرت في إدارة من الأشخاص الذين يمثلون جميع أمريكا، ولكنهم أشخاص يفهمون فلسفتي الرحيمة والمحافظة.","يؤمن الرئيس بضرورة إقامة علاقات قوية مع أوروبا.","NoneSense"
"ANLI15040",""كل شيء من أجل الحب" هي أغنية كتبها بريان آدامز، روبرت جون "موت" لانغ ومايكل كامين لساوندتراك "فرسان المائدة المستديرة: الموسيقى التصويرية الأصلية للفيلم". تم أداؤها بواسطة بريان آدامز، رود ستيوارت وستينغ. تم إصدار الأغنية كقرص مضغوط في الولايات المتحدة في 16 نوفمبر 1993. كانت نجاحًا عالميًا، حيث وصلت إلى المركز الأول في جميع أنحاء أوروبا وأمريكا الشمالية.","كتب "كل شيء من أجل الحب" من قبل أقل من أربعة أشخاص.","NoneSense"
"ANLI15517","أقرب ثلاثة دور عرض للسيارات إلى ماديسون، جميعها أقل من ساعة بالسيارة، هي: دور عرض بيغ سكاي توين في ويستكونسن ديلز، مسرح هايوي 18 الخارجي بالقرب من جيفرسون، وسكاي-فو دور عرض السيارات بالقرب من مونرو.","من ماديسون، يستغرق الوصول إلى هناك أقل من 6 ساعات بالسيارة.","NoneSense"
"ANLI15727","قواعد الجزيرة هي قواعد تصف فقط جزءًا صغيرًا من اللغة الأساسية. تُستخدم في تحليل اللغة في الحالات التي لا تتطلب التحقق من التركيب النحوي الكامل للنص المقدم. يمكن توسيع قواعد الجزيرة باستخدام قواعد الجسر.","قواعد الجسر ليست أصغر من قواعد الجزيرة.","NoneSense"
"ANLI15841","هذه قائمة حلقات موسم 1976 من برنامج التلفزيون الفلكي الذي يقدمه جاك هوركهايمر. خلال هذا الموسم، كان للبرنامج اسمه الأصلي "جاك هوركهايمر: صائد النجوم". تغير نظام ترقيم حلقات البرنامج عدة مرات خلال فترة عرضه ليتماشى مع الأحداث الكبرى في تاريخ البرنامج.","لم يعد هذا العرض يُسمى "جاك هوركهيمر: صائد النجوم"","NoneSense"
"ANLI16145","كيفية نفخ فقاعة من العلكة<br>اشترِ بعض العلكة. يمكنك شراء العلكة من معظم المتاجر الصغيرة. يمكن استخدام العلكة النفاخة لصنع الفقاعات، لكنها لن تكون كبيرة كما أنَّها ستنفجر بسهولة أكبر.","العلكة أفضل لفقع الفقاعات.","NoneSense"
"ANLI16266","في كثير من الأحيان، كانت هذه القاعة تحتوي على عدد لا بأس به من المقاعد الشاغرة في اليوم الذي يتم فيه منح الموافقة الملكية، مما يدفعني إلى استنتاج أنه شيء ليس جذابًا للسيناتورات كما ستكون الإجراءات في يوم آخر، مما يسمح لهم بالحضور بأعداد أكبر.","لقد حضر هذا المتحدث العديد من الموافقات الملكية.","NoneSense"
"ANLI17306","السيد الرئيس، لقد انخرطت الحكومة الكندية لمدة عامين في مفاوضات سرية حول الاتفاق المتعدد الأطراف بشأن الاستثمار، وهو اتفاق يتجاوز بكثير أحكام نافتا في منح السلطة للشركات متعددة الجنسيات ويهدد بتقليص حقوق الدول في توجيه اقتصاداتها، وتوفير ظروف عمل آمنة ولائقة، وحماية البيئة للأجيال القادمة.","على مدى عام واحد، كانت الحكومة الكندية مشغولة في مفاوضات سرية.","NoneSense"
"ANLI17428","القاعدة السائدة الوحيدة هي أنه لا يمكن لأي رد واحد أن يتجاوز دقيقتين أبداً. القاعدة السائدة للجمهور هنا في القاعة هي كما هي دائماً، الهدوء التام، من فضلكم. مساء الخير، الحاكم بوش، نائب الرئيس غور. في نهاية تسعين دقيقة لدينا الأسبوع الماضي في بوسطن، كان الوقت الإجمالي الذي استغرقه كل منكم تقريباً هو نفسه.","يتم مخاطبة غور كحاكم.","NoneSense"
"ANLI18002","نشر مستخدم يوتيوب Streetcap1 سلسلة من الصور المأخوذة من المركبة القمرية الصينية تشانغ'e 3. يبدو أن لها وجهًا مميزًا بالإضافة إلى جسم وأطراف، بينما تستلقي أمام صخرة. بعد نشر المقطع على يوتيوب، قال Streetcap1: "جميع أجزاء الجسم في المكان الصحيح هنا، ويبدو أن الرأس يرتدي خوذة مع درع. يمكنك أن ترى ما يبدو وكأنه يديْن على الجانبين."","كان ستريت كاب 1 على القمر عندما نشر صورًا من المركبة القمرية الصينية تشانغ'e 3.","NoneSense"
"ANLI18106","نشر مستخدم يوتيوب Streetcap1 سلسلة من الصور المأخوذة من المركبة القمرية الصينية تشانغ'e 3. يبدو أن لها وجهًا مميزًا بالإضافة إلى جسم وأطراف، بينما تستلقي أمام صخرة. بعد نشر المقطع على يوتيوب، قال Streetcap1: "جميع أجزاء الجسم في المكان الصحيح هنا، والرأس يبدو وكأنه يرتدي خوذة مع درع. يمكنك رؤية ما يبدو كالأيدي على الجانبين."","لم تنشر Change’e 3 مقاطع على يوتيوب.","NoneSense"
"ANLI18806","لم نتوقع أبدًا أن يعود هذا الاتجاه، لكن ها نحن هنا. على مدار العشرين عامًا الماضية، اعتبرنا هذه الصورة الكلاسيكية مجرد حنين إلى الماضي، لحظة في زمن الموضة للتفكير فيها. حسنًا، مرحبًا بكم في عام 2017، حيث لا توجد قواعد، وكل الاتجاهات من ماضينا تبدو وكأنها تعود للحياة.","تعود الاتجاهات.","NoneSense"
"ANLI19088","حسنًا، كما تعلم، بالتأكيد ما يحدث في البلاد اليوم فيما يتعلق بالكونغرس - بموجب بند التجارة - يختلف تمامًا عما كان في ذهن المؤسسين، لكننا لم نشعر أبدًا أن ذلك كان المعيار. ما كان يفكر فيه المؤسسون، لم تكن هناك قوارب بخارية، ولم تكن هناك سكك حديدية.","كانت هناك أرصفة في ذهن المزارع.","NoneSense"
"ANLI19107","مايك سفيك (ولد في 6 يوليو 1962) هو حكم سابق في دوري الهوكي الوطني الكندي، وكان يرتدي الرقم 88. بطول 6 أقدام و9 بوصات، يعتبر سفيك بطول أطول لاعب في NHL، زينينو تشارا. لقد عمل في أكثر من 1800 مباراة في NHL، بما في ذلك أبرز لحظاته مثل مباراة الميدالية الذهبية في دورة الألعاب الأولمبية الشتوية 2002، ومباراة كل النجوم في NHL، وتصفيات كأس ستانلي.","بينما زيدينو تشارا هو أطول لاعب في NHL، فإن مايك سفيك ليس من اللاعبين الأطول.","NoneSense"
"ANLI19427",""إيقاف النهر" هو الألبوم الاستوديو الثالث لفرقة ويت ويت ويت. تم إصداره في 30 أكتوبر 1989. الألبوم هو في الواقع تكملة لألبومهم الأول "دخلنا في الروح". كانت الأغاني المنفردة الناتجة عنه هي "استسلام حلو"، "انفصلت"، "إيقاف النهر" و"ابق معي يا ألم القلب (لا أستطيع تحمل الليل)". وصل الألبوم إلى المركز الثاني في المخططات.","وصلت أغنية "Holding Back the River" إلى مراتب أعلى في المخططات من ألبوم الفرقة الأول.","NoneSense"
"ANLI19738","ذهب غوردون 3 من 6 مع نقطة سجل و RBI في فوز يوم الاثنين على الفيلز. كانت ضربةه الثالثة هي الأهم، حيث أرسل كرة خطية محملة بالقاعدتين إلى الملعب الأيمن في الشوط العاشر لتكون ضربة فوز. هذه هي أول أداء له بعدد ضربات متعددة منذ استراحة كل النجوم، لكنه لا يزال يمتلك خطًا مثيرًا للإعجاب .340/.375/.396 في آخر 12 مباراة مع ثلاث سرقات و 13 نقطة.","سجل غوردون أكثر من مرة في مباراة أخرى هذا الموسم.","NoneSense"
"ANLI20096","بيات تي في (المعروفة باسم نبض لندن في أستراليا) كانت برنامج ترفيهي يومي يُبث على ITV2. قدمه دارين مكملين ولورا ويتمور وديف بيري، وكان البرنامج يُبث لمدة 30 دقيقة مباشرة كل ليلة من ليالي الأسبوع خلال أولمبياد الصيف 2012، محتفلاً بجانب أكثر اجتماعية من الألعاب. في كل ليلة، كان يظهر ضيفان من المشاهير، مع عروض موسيقية من أحدث الفنانين.","تم بث قناة بيت تي في لأكثر من ساعتين في المرة الواحدة.","NoneSense"
"ANLI20241","مؤتمر البيغ 12 هو مؤتمر رياضي جامعي يضم عشر مدارس ويقع مقره في إيرفينغ، تكساس. وهو عضو في القسم الأول من NCAA لجميع الرياضات؛ حيث تتنافس فرق كرة القدم فيه في قسم كرة القدم Bowl Subdivision (FBS؛ المعروف سابقًا بالقسم الأول-A)، وهو المستوى الأعلى من مستويين من منافسات كرة القدم في القسم الأول من NCAA. تقع المدارس الأعضاء في أيوا، كانساس، أوكلاهوما، تكساس، وفيرجينيا الغربية.","يوجد أكثر من 10 مدارس في مؤتمر بيغ 12.","NoneSense"
"ANLI20621","كانت قميص الأشباح للسيoux ميزة في متحف كيلفينغروف في غلاسكو لأكثر من 100 عام قبل أن يتم إعادته إلى أرضه الأصلية.","كان متحف كيلفينغروف في غلاسكو في الهند","NoneSense"
"ANLI21081","أنت آرتاني ("Αννέτ Αρτάνη" باليونانية)، ولدت في 6 سبتمبر 1976، هي مغنية وكاتبة أغاني يونانية أمريكية. تشتهر بتمثيلها قبرص في مسابقة يوروفيجن للأغاني عام 2006 بأغنية "لماذا تبكي الملائكة"، بالإضافة إلى مشاركتها في كتابة الأغنية العالمية الناجحة "كلما" مع بريتني سبيرز.","لم تكتب أنيت أرتاني جميع أغانيها.","NoneSense"
"ANLI21635","لم الشمل<br>كانت آمي وآنا أفضل صديقتين منذ الطفولة. ابتعدتا عن بعضهما عندما التحقت كل واحدة منهما بجامعة مختلفة. ثم، بعد سنوات، التقيا بالصدفة في مقهى. تحدثتا لساعات، وتبادلا الأخبار. عندما افترقتا، اتفقتا على رؤية بعضهما البعض بشكل أكثر تكرارًا!","التقت آمي وآنا مرة أخرى بعد أن التقيا صدفة في المقهى.","NoneSense"
"ANLI21903","مطار وادي يامبا الإقليمي (IATA: KHDN، ICAO: HDN) يقع في مقاطعة روت، كولورادو، على بعد ميلين جنوب شرق هايدن وحوالي 25 ميلاً غرب ستيمبوت سبرينغز. يُعرف أيضًا بمطار وادي يامبا الإقليمي، وهو المطار الوحيد الذي يقدم رحلات مجدولة للركاب إلى شمال غرب كولورادو. كما يُستخدم من قبل الطائرات التجارية الأكبر التي لا يمكنها استخدام مطار ستيمبوت سبرينغز الأصغر (ميدان بوب آدامز).","مطار بوب آدامز يقع على بعد خمسة وعشرين ميلاً شرق مطار يامبا فالي الإقليمي.","NoneSense"
"ANLI21952","دعونا نعيد تشكيل الميزانية بحيث لا يدفع الفقراء العاملون أي ضريبة دخل في يوم من الأيام، بحيث لا يخاف كبار السن ذوو الدخل الثابت من قدوم مصلحة الضرائب، بحيث يدفع جميع دافعي الضرائب في يوم من الأيام نفس نسبة الضريبة، بحيث تعيش الحكومة الفيدرالية في حدود متواضعة وتساعد بدلاً من أن تؤذي، وحيث سيكون لدينا في يوم من الأيام رعاية صحية شاملة قابلة للتطبيق للجميع.","ليس الجميع يستحق الرعاية الصحية.","NoneSense"
"ANLI22002","كان توماس غوردون هناك، جالسًا وحده في مقعده الطويل الفارغ بالقرب من قمة المبنى؛ وكان نيل غوردون يغني في جوقة احتلت المقعد الأمامي من الشرفة. كان لديه صوت قوي وعذب، على الرغم من أنه غير مدرب، والذي هيمن على الغناء وأخذ اللون من النغمات الأضعف والأكثر شيوعًا للمغنين الآخرين. كان يرتدي بدلة من الصوف الأزرق الداكن، مع ياقة وربطة عنق بيضاء. لكن إريك فكر بلا مبالاة أنه لم يكن يبدو جيدًا عليه كما كانت ملابس العمل التي رآه فيها لأول مرة.","نيل غوردون ليس شخصًا يرتدي ملابس أنيقة.","NoneSense"
"ANLI22101","يعتبر قادة تلك الدول أن حظر العاج هو الطريق الأكثر يقينًا نحو انقراض الفيل الأفريقي.","البيان يحتوي على أقل من حوالي 28 كلمة.","NoneSense"
"ANLI22465","القاعدة السائدة الوحيدة هي أنه لا يمكن لأي رد واحد أن يتجاوز دقيقتين أبداً. القاعدة السائدة للجمهور هنا في القاعة هي كما هو الحال دائماً، الهدوء التام، من فضلكم. مساء الخير، الحاكم بوش، نائب الرئيس غور. في نهاية تسعين دقيقة لدينا الأسبوع الماضي في بوسطن، كان الوقت الإجمالي الذي استغرقه كل منكم تقريباً هو نفسه.","تحدث الجميع لفترات زمنية لا تتجاوز 5 دقائق عن الشخص الذي يليه.","NoneSense"
"ANLI23634","نانسي هارت دوغلاس (1846–19??) كانت كشافًا ومرشدة وعميلة لصالح الكونفدرالية خلال الحرب الأهلية الأمريكية. خدمت أولاً مع فرقة موكاسين رينجرز، وهي مجموعة حرب عصابات موالية للكونفدرالية في ولاية فرجينيا الغربية الحالية، ثم انضمت لاحقًا إلى جيش الكونفدرالية واستمرت في الخدمة كمرشدة وعميلة تحت قيادة الجنرال ستونوال جاكسون.","نانسي هارت دوغلاس لم تكن كشافاً تحت قيادة الجنرال ستونوال جاكسون.","NoneSense"
"ANLI24247","تم اتهام الجنود التايلانديين بعبور الحدود إلى كمبوديا بالقرب من معبد متنازع عليه حيث تبادل الجانبان إطلاق النار لفترة وجيزة العام الماضي. قال متحدث باسم حكومة كمبوديا إن حوالي 100 جندي عبروا الحدود قبل أن يتراجعوا بعد ساعات. نفى قائد الحدود التايلاندي حدوث أي تحركات للقوات وقال إنه لم يكن هناك أي زيادة في التوتر. كل من تايلاند وكمبوديا تدعيان ملكية منطقة المعبد. على الرغم من عدة جولات من المحادثات، لا يزال التوصل إلى تسوية بعيد المنال. تمركز الجنود من البلدين في المنطقة منذ الاشتباكات في يوليو من العام الماضي.","تايلاند وكمبوديا لا تستطيعان التوصل إلى اتفاق بشأن ملكية معبد.","NoneSense"
"ANLI24357","أكثر من أسبوعين بعد مقتل باميلا هاتشينسون في فورت مايرز بيتش، كانت لويس ريس، المعروفة باسم "الجدة الهاربة"، قيد الاحتجاز من قبل الشرطة يوم السبت في فلوريدا. تتهم ريس بالتقرب من هاتشينسون في مطعم على الشاطئ، ثم قتلها لسرقة هوية الضحية ونقودها وسيارتها.","أكثر من ثلاثة أسابيع بعد جريمة قتل باميلا، كانت لويس ريس قيد الاحتجاز من قبل الشرطة.","NoneSense"
"ANLI24543","سلفات الصوديوم (سلفات البنزوين) هو مُحلي صناعي يحتوي على طاقة غذائية تقريبًا صفرية، وهو أكثر حلاوة بحوالي 300-400 مرة من السكروز ولكنه يتميز بمذاق مر أو معدني، خاصة عند التركيزات العالية. يُستخدم لتحلية المنتجات مثل المشروبات والحلويات والبسكويت والأدوية.","سلفات الصوديوم له طعم","NoneSense"
"Fever382","جينسن آكلس. هو معروف بأدواره في التلفزيون مثل إريك برادي في مسلسل أيام حياتنا، الذي حصل من خلاله على عدة ترشيحات لجائزة إيمي النهارية، بالإضافة إلى أليك/X5-494 في مسلسل الملائكة المظلمة وجايسون تيغ في سمولفيل.","جينسن آكلس ليس معروفًا بأدواره في التلفزيون مثل جيسون تيغ في سمولفيل.","NoneSense"
"Fever424","أرخص باثني عشر (فيلم 2003). الفيلم من إخراج شون ليفي، وراوية بوني هانت، وبطولة ستيف مارتن. شون آدم ليفي (ولد في 23 يوليو 1968) هو مخرج أفلام كندي، ومنتج، وممثل. أخرج أفلام "كاذب سمين" (2002)، "متزوجون حديثًا" (2003)، "أرخص باثني عشر" (2003)، "النمر الوردي" (2006)، "ليلة في المتحف" (2006)، "ليلة في المتحف: معركة سميثسونيان" (2009)، "ليلة المواعدة" (2010)، "الفولاذ الحقيقي" (2011)، "التدريب" (2013)، "هنا أترككم" (2014) و"ليلة في المتحف: سر القبر" (2014). منذ عام 2016، كان منتجًا تنفيذيًا في سلسلة نتفليكس الأصلية "أشياء غريبة" وأخرج حلقتين من الموسم الأول، بالإضافة إلى أنه من المقرر أن يخرج حلقتين من الموسم الثاني القادم.","تم إخراج فيلم "أرخص بكثير عند شراء الدزينة" بواسطة قطة.","NoneSense"
"Fever971","إخوة كوين. تشمل أعمالهم التي نالت أفضل تقييمات فيلم "فارغو" (1996) و"ذا بيغ ليبوسكي" (1998) و"لا بلد للعجائز" (2007) و"رجل جاد" (2009) و"جرينت الحقيقي" (2010) و"داخل ليوين ديفيس" (2013). كتب إخوة كوين عددًا من الأفلام التي لم يخرجوها، بما في ذلك الدراما الحربية السيرة الذاتية "غير قابل للكسر" (2014) والإثارة القانونية التاريخية "جسر الجواسيس" (2015) والكوميديات الأقل شهرة والتي لم تحقق نجاحًا تجاريًا مثل "جريمة" (1985) و"الرجل العاري" (1998) و"غامبيت" (2012). "فارغو" هو فيلم أمريكي من نوع الكوميديا السوداء والجريمة والإثارة صدر عام 1996، كتب وأنتج وحرر وأخرجه جويل وإيثان كوين. "لا بلد للعجائز" هو فيلم أمريكي من نوع النيو-ويسترن والنيو-نوار والإثارة صدر عام 2007، كتب وأخرجه جويل وإيثان كوين، مستندًا إلى رواية كورماك مكارثي التي تحمل نفس الاسم.","أخرج الأخوان كوين فيلم إثارة.","NoneSense"
"Fever1038","محمد بن عبد الله الاسم الكامل: أبو القاسم محمد بن عبد الله بن عبد المطلب بن هاشم (أبو القاسم محمد ابن عبد الله ابن عبد المطلب ابن هاشم، بمعنى: والد قاسم محمد ابن عبد الله ابن عبد المطلب ابن هاشم) (محمد [مُحَمَّد]؛ النطق العربي الكلاسيكي حوالي 570 ميلادية - 8 يونيو 632 ميلادية) هو نبي الإسلام ويُعتبر على نطاق واسع مؤسسه من قبل غير المسلمين. وفقًا للعقيدة الإسلامية، كان رسول الله (رسول الله) مُرسلًا لتأكيد التعاليم الأساسية للتوحيد التي بشر بها سابقًا آدم وإبراهيم وموسى وعيسى وأنبياء آخرون. يُنظر إليه على أنه النبي الأخير لله في الفروع الرئيسية للإسلام، على الرغم من أن بعض الطوائف الحديثة تختلف عن هذا الاعتقاد. تعتبر الجماعة الأحمدية المسلمة محمد "خاتم الأنبياء" (خاتم النبيين) وآخر نبي حامل للشريعة ولكن ليس آخر الأنبياء. هناك أيضًا طوائف أصغر تعتقد أن محمد ليس آخر الأنبياء: الإسلام) له هو الطريق الصحيح للعمل (دين)، وأنه كان نبيًا ورسولًا لله، مشابهًا للأنبياء الآخرين في الإسلام.","محمد كان نبيًا.","NoneSense"
"Fever1661","فينوس ويليامز. ألقابها السبعة في بطولات الجراند سلام الفردية تجعلها في المركز الثاني عشر في القائمة على مر العصور، أكثر من أي لاعبة نشطة أخرى باستثناء شقيقتها سيرينا. ألقابها الخمسة في فردي ويمبلدون تربطها مع امرأتين أخريين في المركز الثامن في القائمة على مر العصور. فازت ويليامز بأربع ميداليات ذهبية أولمبية، واحدة في الفردي وثلاث في الزوجي النسائي، بالإضافة إلى ميدالية فضية في الزوجي المختلط. لقد لعبتا ضد بعضهما البعض في تسع نهائيات فردية في بطولات الجراند سلام، حيث تمتلك فينوس سجلًا قدره 2-7. تمتلك فينوس 8 مراكز وصيفة في بطولات الجراند سلام الفردية، وكانت مارتينا هينغيس هي اللاعب الوحيد بخلاف سيرينا التي هزمت فينوس في نهائي كبير في بطولة الولايات المتحدة المفتوحة عام 1997.","تلعب فينوس ويليامز مباريات فردية في التنس.","NoneSense"
"Fever2921","بريتاني ميرفي. قامت بأول ظهور لها على المسرح في إنتاج برودواي لمسرحية آرثر ميلر "منظر من الجسر" في عام 1997، قبل أن تظهر بدور ديزي راندون في فيلم "فتاة، مقطوعة" (1999) وبدور ليزا سوينسون في فيلم "جميلة حتى الموت" (1999). شهدت العقد الأول من الألفية الجديدة ظهور ميرفي في أدوار في فيلم "لا تقل كلمة" (2001) إلى جانب مايكل دوغلاس، وإلى جانب إيمينيم في فيلم "8 ميل" (2002)، الذي حصلت من خلاله على اعتراف نقدي. تضمنت أدوارها اللاحقة "ركوب السيارات مع الأولاد" (2001)، و"سبون" (2002)، و"فتيات أب تاون" (2003)، و"مدينة الخطايا" (2005)، و"أقدام سعيدة" (2006).","بطريقة مهنية، لعبت بريتاني ميرفي دور البطولة في فيلم.","NoneSense"
"Fever4617","برمودا. في عام 1609، استقرت شركة فرجينيا الإنجليزية، التي أسست مدينة جيمستاون في فرجينيا قبل عامين، بشكل دائم في برمودا بعد إعصار، عندما قاد طاقم وركاب سفينة "سي فينتشر" السفينة إلى الشعاب المحيطة بها لمنع غرقها، ثم هبطوا على الشاطئ. تم تأسيس عاصمتها الأولى، سانت جورج، في عام 1612.","تم استعمار برمودا في عام 1609.","NoneSense"
"Fever5113","هاري ستايلز. أطلق ستايلز وزملاؤه في الفرقة الألبومات "أب أول نايت" (2011) و"تيك مي هوم" (2012) و"ميدنايت ميموريز" (2013) و"فور" (2014) و"ميد إن ذا إيه. إم." (2015). تم وصف ألبوم "ميدنايت ميموريز" بأنه يحمل "نغمة صخرية قليلاً" مقارنةً بمجهوداتهم السابقة.","أصدر هاري ستايلز وزملاؤه في الفرقة ألبوم الفولك "ذكريات منتصف الليل".","NoneSense"
"Fever5200","وحوش رائعة وأين تجدها (فيلم). تم ترشيح الفيلم لخمس جوائز بافتا، فاز منها بجائزة أفضل تصميم إنتاج، بالإضافة إلى ترشيحه لجوائز الأوسكار، حيث فاز بجائزة أفضل تصميم أزياء، ليصبح أول فيلم في عالم ج. ك. رولينغ السحري يفوز بجائزة أوسكار.","الوحوش الرائعة وأين تجدها هو كتاب عن الطبيعة.","NoneSense"
"Fever5404","ميروسلافا "ميركا" فيدرر (ولدت ميروسلافا فافرينكوفا في 1 أبريل 1978، لاحقًا ميروسلافا فافرينك) هي لاعبة تنس محترفة سابقة من سويسرا ولدت في سلوفاكيا. وصلت إلى أعلى تصنيف فردي لها في تصنيف اتحاد لاعبات التنس المحترفات حيث كانت في المرتبة 76 عالميًا في 10 سبتمبر 2001، وإلى تصنيف الزوجي حيث كانت في المرتبة 215 عالميًا في 24 أغسطس 1998.","ميركا فيدرر هي لاعبة تنس كانت تلعب بشكل احترافي ولم تعد تلعب بعد الآن.","NoneSense"
